Date,^KS11,^N225,^BVSP,^DJI,^FTSE,^RUT,NQ=F,^GSPC,^BSESN,^FCHI,^GDAXI,^HSI,^MXX,^STOXX50E,^STI,^TWII,^AXJO,^GSPTSE
2024-05-22,2723.4599609375,38617.1015625,125650.0,39671.0390625,8370.2998046875,2081.7099609375,18786.75,5307.009765625,74221.0625,8092.10986328125,18680.19921875,19195.599609375,56432.03125,5025.169921875,3307.89990234375,21551.830078125,7848.10009765625,22346.80078125
2024-05-23,2721.81005859375,39103.21875,124729.0,39065.26171875,8339.2001953125,2048.409912109375,18696.25,5267.83984375,75418.0390625,8102.330078125,18691.3203125,18868.7109375,55918.37890625,5037.60009765625,3322.6201171875,21607.4296875,7811.7998046875,22200.80078125
2024-05-24,2687.60009765625,38646.109375,124306.0,39069.58984375,8317.599609375,2069.669921875,18876.0,5304.72021484375,75410.390625,8094.97021484375,18693.369140625,18608.939453125,55413.12109375,5035.41015625,3316.56005859375,21565.33984375,7727.60009765625,22320.900390625
2024-05-27,2722.989990234375,38900.01953125,124496.0,39069.58984375,8317.599609375,2069.669921875,18876.0,5304.72021484375,75390.5,8132.490234375,18774.7109375,18827.349609375,55452.87890625,5059.2001953125,3318.449951171875,21803.76953125,7788.2998046875,22373.400390625
2024-05-28,2722.85009765625,38855.37109375,123780.0,38852.859375,8254.2001953125,2066.85009765625,18940.5,5306.0400390625,75170.453125,8057.7998046875,18677.869140625,18821.16015625,55184.94921875,5030.35009765625,3330.090087890625,21858.41015625,7766.7001953125,22265.099609375
2024-05-29,2677.300048828125,38556.87109375,122707.0,38441.5390625,8183.10009765625,2036.18994140625,18802.75,5266.9501953125,74502.8984375,7935.02978515625,18473.2890625,18477.009765625,55212.640625,4963.2001953125,3323.199951171875,21662.5,7665.60009765625,21898.0
2024-05-30,2635.43994140625,38054.12890625,122707.0,38111.48046875,8231.099609375,2056.60009765625,18606.5,5235.47998046875,73885.6015625,7978.509765625,18496.7890625,18230.189453125,55352.55859375,4982.18017578125,3323.3798828125,21364.48046875,7628.2001953125,22071.69921875
2024-05-31,2636.52001953125,38487.8984375,122098.0,38686.3203125,8275.400390625,2070.1298828125,18591.0,5277.509765625,73961.3125,7992.8701171875,18497.939453125,18079.609375,55179.23828125,4983.669921875,3336.590087890625,21174.220703125,7701.7001953125,22269.099609375
2024-06-03,2682.52001953125,38923.03125,122032.0,38571.03125,8262.7998046875,2059.679931640625,18646.25,5283.39990234375,76468.78125,7998.02001953125,18608.16015625,18403.0390625,51807.55078125,5003.5400390625,3348.8701171875,21536.759765625,7761.0,22116.69921875
2024-06-04,2662.10009765625,38837.4609375,121802.0,38711.2890625,8232.0,2033.93994140625,18701.0,5291.33984375,72079.046875,7937.89990234375,18405.640625,18444.109375,53485.62109375,4953.3701171875,3338.93994140625,21356.619140625,7737.10009765625,21978.19921875
2024-06-05,2689.5,38490.171875,121407.0,38807.328125,8247.0,2063.8701171875,19074.25,5354.02978515625,74382.2421875,8006.56982421875,18575.939453125,18424.9609375,54410.51171875,5035.66015625,3330.010009765625,21484.880859375,7769.0,22145.0
2024-06-06,2689.5,38703.51171875,122899.0,38886.171875,8285.2998046875,2049.43994140625,19060.25,5352.9599609375,75074.5078125,8040.1201171875,18652.669921875,18476.80078125,54477.25,5069.08984375,3330.81005859375,21902.69921875,7821.7998046875,22229.099609375
2024-06-07,2722.669921875,38683.9296875,120767.0,38798.98828125,8245.400390625,2026.550048828125,19037.75,5346.990234375,76693.359375,8001.7998046875,18557.26953125,18366.94921875,52977.3203125,5051.31005859375,3330.77001953125,21858.380859375,7860.0,22007.0
2024-06-10,2701.169921875,39038.16015625,120760.0,38868.0390625,8228.5,2031.6099853515625,19109.75,5360.7900390625,76490.078125,7893.97998046875,18494.890625,18366.94921875,53122.578125,5016.47998046875,3322.080078125,21858.380859375,7860.0,22069.80078125
2024-06-11,2705.320068359375,39134.7890625,121635.0,38747.421875,8147.7998046875,2024.3499755859375,19242.25,5375.31982421875,76456.59375,7789.2099609375,18369.939453125,18176.33984375,53134.05859375,4965.08984375,3309.2099609375,21792.119140625,7755.39990234375,21887.30078125
2024-06-12,2728.169921875,38876.7109375,119936.0,38712.2109375,8215.5,2057.10009765625,19496.5,5421.02978515625,76606.5703125,7864.7001953125,18630.859375,17937.83984375,52975.890625,5034.43017578125,3307.43994140625,22048.9609375,7715.5,21961.599609375
2024-06-13,2754.889892578125,38720.46875,119568.0,38647.1015625,8163.7001953125,2038.9100341796875,19602.5,5433.740234375,76810.8984375,7708.02001953125,18265.6796875,18112.630859375,52275.6484375,4935.5,3324.530029296875,22312.0390625,7749.7001953125,21698.099609375
2024-06-14,2758.419921875,38814.55859375,119662.0,38589.16015625,8146.89990234375,2006.1600341796875,19685.5,5431.60009765625,76992.7734375,7503.27001953125,18002.01953125,17941.779296875,52222.94140625,4839.14013671875,3297.550048828125,22504.720703125,7724.2998046875,21639.099609375
2024-06-17,2744.10009765625,38102.44140625,119138.0,38778.1015625,8142.2001953125,2022.010009765625,19921.25,5473.22998046875,76992.7734375,7571.56982421875,18068.2109375,17936.119140625,52397.19921875,4880.419921875,3297.550048828125,22496.529296875,7700.2998046875,21587.900390625
2024-06-18,2763.919921875,38482.109375,119630.0,38834.859375,8191.2998046875,2025.22998046875,19919.25,5487.02978515625,77301.140625,7628.7998046875,18131.970703125,17915.55078125,53191.25,4915.47021484375,3301.780029296875,22757.4296875,7778.10009765625,21611.30078125
2024-06-19,2797.330078125,38570.76171875,120261.0,38834.859375,8205.099609375,2025.22998046875,19919.25,5487.02978515625,77337.59375,7570.2001953125,18067.91015625,18430.390625,53323.37109375,4885.4501953125,3304.0,23209.5390625,7769.7001953125,21516.900390625
2024-06-20,2807.6298828125,38633.01953125,120446.0,39134.76171875,8272.5,2017.3900146484375,19763.25,5473.169921875,77478.9296875,7671.33984375,18254.1796875,18335.3203125,53333.03125,4947.72998046875,3300.0,23406.099609375,7769.39990234375,21581.400390625
2024-06-21,2784.260009765625,38596.46875,121341.0,39150.328125,8237.7001953125,2022.030029296875,19747.2890625,5464.6201171875,77209.8984375,7628.56982421875,18163.51953125,18028.51953125,52788.5,4907.2998046875,3306.02001953125,23253.390625,7796.0,21554.900390625
2024-06-24,2764.72998046875,38804.6484375,122637.0,39411.2109375,8281.599609375,2030.81005859375,19750.75,5447.8701171875,77341.078125,7706.89013671875,18325.580078125,18027.7109375,52512.91015625,4950.97998046875,3314.139892578125,22813.69921875,7733.7001953125,21848.599609375
2024-06-25,2774.389892578125,39173.1484375,122331.0,39112.16015625,8247.7998046875,2022.3499755859375,19972.25,5469.2998046875,78053.5234375,7662.2998046875,18177.619140625,18072.900390625,52604.05078125,4935.97021484375,3326.280029296875,22875.970703125,7838.7998046875,21788.5
2024-06-26,2792.050048828125,39667.0703125,122641.0,39127.80078125,8225.2998046875,2018.1199951171875,20012.5,5477.89990234375,78674.25,7609.14990234375,18155.240234375,18089.9296875,52468.01171875,4915.93994140625,3331.699951171875,22986.689453125,7783.0,21793.900390625
2024-06-27,2784.06005859375,39341.5390625,124308.0,39164.05859375,8179.7001953125,2038.3399658203125,20039.5,5482.8701171875,79243.1796875,7530.72021484375,18210.55078125,17716.470703125,52310.9609375,4902.60009765625,3343.35009765625,22905.98046875,7759.60009765625,21942.19921875
2024-06-28,2797.820068359375,39583.078125,123907.0,39118.859375,8164.10009765625,2047.68994140625,19927.25,5460.47998046875,79032.7265625,7479.39990234375,18235.44921875,17718.609375,52440.01953125,4894.02001953125,3332.800048828125,23032.25,7767.5,21875.80078125
2024-07-01,2804.31005859375,39631.05859375,124718.0,39169.51953125,8166.7998046875,2030.0699462890625,20052.0,5475.08984375,79476.1875,7561.1298828125,18290.66015625,17718.609375,52883.96875,4929.990234375,3338.570068359375,23058.5703125,7750.7001953125,21875.80078125
2024-07-02,2780.860107421875,40074.69140625,124787.0,39331.8515625,8121.2001953125,2033.8699951171875,20255.25,5509.009765625,79441.453125,7538.2900390625,18164.060546875,17769.140625,51947.890625,4906.330078125,3367.89990234375,22879.369140625,7718.2001953125,21953.80078125
2024-07-03,2794.010009765625,40580.76171875,125662.0,39308.0,8171.10009765625,2036.6199951171875,20411.5,5537.02001953125,79986.796875,7632.080078125,18374.529296875,17978.5703125,52796.26171875,4965.7998046875,3415.510009765625,23172.4296875,7739.89990234375,22223.69921875
2024-07-04,2824.93994140625,40913.6484375,126164.0,39308.0,8241.2998046875,2036.6199951171875,20411.5,5537.02001953125,80049.671875,7695.77978515625,18450.48046875,18028.279296875,52654.8515625,4987.47998046875,3439.8798828125,23522.529296875,7831.7998046875,22244.0
2024-07-05,2862.22998046875,40912.37109375,126267.0,39375.87109375,8203.900390625,2026.72998046875,20620.75,5567.18994140625,79996.6015625,7675.6201171875,18475.44921875,17799.609375,52333.16015625,4979.39013671875,3410.81005859375,23556.58984375,7822.2998046875,22059.0
2024-07-08,2857.760009765625,40780.69921875,126548.0,39344.7890625,8193.5,2038.6700439453125,20659.75,5572.85009765625,79960.3828125,7627.4501953125,18472.05078125,17524.060546875,52907.69140625,4969.830078125,3404.469970703125,23878.150390625,7763.2001953125,22126.099609375
2024-07-09,2867.3798828125,41580.171875,127108.0,39291.96875,8139.7998046875,2029.469970703125,20678.5,5576.97998046875,80351.640625,7508.66015625,18236.189453125,17523.23046875,53331.80859375,4903.6201171875,3426.090087890625,23900.080078125,7829.7001953125,22042.5
2024-07-10,2867.989990234375,41831.98828125,127218.0,39721.359375,8193.5,2051.75,20899.75,5633.91015625,79924.7734375,7573.5498046875,18407.220703125,17471.669921875,54279.87890625,4958.85986328125,3459.929931640625,24007.080078125,7816.7998046875,22350.19921875
2024-07-11,2891.35009765625,42224.01953125,128294.0,39753.75,8223.2998046875,2125.0400390625,20441.75,5584.5400390625,79897.34375,7627.1298828125,18534.560546875,17832.330078125,54422.58984375,4976.1298828125,3475.06005859375,24390.029296875,7889.60009765625,22544.099609375
2024-07-12,2857.0,41190.6796875,128897.0,40000.8984375,8252.900390625,2148.27001953125,20524.0,5615.35009765625,80519.34375,7724.31982421875,18748.1796875,18293.380859375,54953.109375,5043.02001953125,3497.780029296875,23916.9296875,7959.2998046875,22673.5
2024-07-15,2860.919921875,41190.6796875,129321.0,40211.71875,8183.0,2187.02001953125,20583.75,5631.22021484375,80664.859375,7632.7099609375,18590.890625,18015.939453125,54311.98828125,4983.10986328125,3499.889892578125,23879.359375,8017.60009765625,22751.69921875
2024-07-16,2866.090087890625,41275.078125,129110.0,40954.48046875,8164.89990234375,2263.669921875,20598.0,5667.2001953125,80716.546875,7580.02978515625,18518.029296875,17727.98046875,54378.19140625,4947.830078125,3487.909912109375,23997.25,7999.2998046875,22995.400390625
2024-07-17,2843.2900390625,41097.69140625,129450.0,41198.078125,8187.5,2239.669921875,19997.5,5588.27001953125,80716.546875,7570.81005859375,18437.30078125,17739.41015625,53744.78125,4891.4599609375,3489.570068359375,23769.8203125,8057.89990234375,22851.19921875
2024-07-18,2824.35009765625,40126.3515625,127652.0,40665.01953125,8204.900390625,2198.2900390625,19899.25,5544.58984375,81343.4609375,7586.5498046875,18354.759765625,17778.41015625,53043.0,4870.1201171875,3471.159912109375,23398.470703125,8036.5,22726.80078125
2024-07-19,2795.4599609375,40063.7890625,127616.0,40287.53125,8155.7001953125,2184.35009765625,19713.0,5505.0,80604.6484375,7534.52001953125,18171.9296875,17417.6796875,53678.51953125,4827.240234375,3447.56005859375,22869.259765625,7971.60009765625,22690.400390625
2024-07-22,2763.510009765625,39599.0,127860.0,40415.44140625,8198.7998046875,2220.64990234375,20001.0,5564.41015625,80502.078125,7622.02001953125,18407.0703125,17635.880859375,54006.921875,4897.43994140625,3437.260009765625,22256.990234375,7931.7001953125,22872.69921875
2024-07-23,2774.2900390625,39594.390625,126590.0,40358.08984375,8167.39990234375,2243.27001953125,19925.0,5555.740234375,80429.0390625,7598.6298828125,18557.69921875,17469.359375,53707.73828125,4916.7998046875,3461.159912109375,22871.83984375,7971.10009765625,22813.80078125
2024-07-24,2758.7099609375,39154.8515625,126423.0,39853.87109375,8153.7001953125,2195.3701171875,19203.25,5427.1298828125,80148.8828125,7513.72998046875,18387.4609375,17311.05078125,53168.41015625,4861.8701171875,3460.820068359375,22871.83984375,7963.7001953125,22639.599609375
2024-07-25,2710.64990234375,37869.51171875,125954.0,39935.0703125,8186.39990234375,2222.97998046875,18992.25,5399.22021484375,80039.796875,7427.02001953125,18298.720703125,17021.91015625,52931.87109375,4811.27978515625,3430.449951171875,22871.83984375,7861.2001953125,22608.0
2024-07-26,2731.89990234375,37667.41015625,127492.0,40589.33984375,8285.7001953125,2260.070068359375,19174.5,5459.10009765625,81332.71875,7517.68017578125,18417.55078125,17021.310546875,52819.578125,4862.5,3426.469970703125,22119.2109375,7921.2998046875,22814.80078125
2024-07-29,2765.530029296875,38468.62890625,126954.0,40539.9296875,8292.400390625,2235.330078125,19209.25,5463.5400390625,81355.84375,7443.83984375,18320.669921875,17238.33984375,52515.78125,4815.39013671875,3444.179931640625,22164.490234375,7989.60009765625,22779.599609375
2024-07-30,2738.18994140625,38525.94921875,126139.0,40743.328125,8274.400390625,2243.139892578125,18936.25,5436.43994140625,81455.3984375,7474.93994140625,18411.1796875,17002.91015625,52325.421875,4841.0,3441.77001953125,22223.5703125,7953.2001953125,22824.69921875
2024-07-31,2770.68994140625,39101.8203125,127652.0,40842.7890625,8368.0,2254.47998046875,19505.25,5522.2998046875,81741.34375,7531.490234375,18508.650390625,17344.599609375,53136.83984375,4872.93994140625,3455.93994140625,22199.349609375,8092.2998046875,23110.80078125
2024-08-01,2777.679931640625,38126.328125,127395.0,40347.96875,8283.400390625,2186.159912109375,19023.25,5446.68017578125,81867.546875,7370.4501953125,18083.05078125,17304.9609375,52417.48046875,4872.93994140625,3419.840087890625,22642.099609375,8114.7001953125,22723.19921875
2024-08-02,2676.18994140625,35909.69921875,125854.0,39737.26171875,8174.7001953125,2109.31005859375,18556.25,5346.56005859375,80981.953125,7251.7998046875,17661.220703125,16945.509765625,52242.37890625,4638.7001953125,3381.449951171875,21638.08984375,7943.2001953125,22227.599609375
2024-08-05,2441.550048828125,31458.419921875,125270.0,38703.26953125,8008.2001953125,2039.1600341796875,18013.25,5186.330078125,78759.3984375,7148.990234375,17339.0,16698.359375,51776.48046875,4571.60009765625,3243.669921875,19830.880859375,7649.60009765625,22227.599609375
2024-08-06,2522.14990234375,34675.4609375,126267.0,38997.66015625,8026.7001953125,2064.300048828125,18179.0,5240.02978515625,78593.0703125,7130.0400390625,17354.3203125,16647.33984375,52399.62890625,4575.22021484375,3198.43994140625,20501.01953125,7680.60009765625,21979.400390625
2024-08-07,2568.409912109375,35089.62109375,127514.0,38763.44921875,8166.89990234375,2035.1099853515625,17966.5,5199.5,79468.0078125,7266.009765625,17615.150390625,16877.859375,52680.8984375,4668.06005859375,3249.719970703125,21295.279296875,7699.7998046875,21881.0
2024-08-08,2556.72998046875,34831.1484375,128661.0,39446.48828125,8145.0,2084.419921875,18525.25,5319.31005859375,78886.21875,7247.4501953125,17680.400390625,16891.830078125,52876.55078125,4668.740234375,3261.830078125,20870.099609375,7682.0,22225.599609375
2024-08-09,2588.429931640625,35025.0,130615.0,39497.5390625,8168.10009765625,2080.919921875,18616.0,5344.16015625,79705.90625,7269.7099609375,17722.880859375,17090.23046875,53051.5390625,4675.27978515625,3261.830078125,21469.0,7777.7001953125,22311.30078125
2024-08-12,2618.300048828125,35025.0,131116.0,39357.01171875,8210.2998046875,2062.080078125,18639.5,5344.39013671875,79648.921875,7250.669921875,17726.470703125,17111.650390625,53040.3515625,4671.8798828125,3235.3798828125,21773.259765625,7813.7001953125,22398.900390625
