Date,^CNXAUTO,^CNXCONSUM,NIFTY_FIN_SERVICE.NS,^CNXPHARMA,^CNXSERVICE,^NSEBANK,^CNXIT,^CNXMEDIA,MOCAPITAL.NS,^NSEI,^CNXFMCG,MOTOUR.NS,^CNXMETAL,CPSEETF.NS,HDFCSML250.NS,^CNXMNC,^CNXREALTY,MODEFENCE.NS,^CNXCMDT,NIFTYMIDCAP150.NS,^CNXENERGY,HDFCPVTBAN.NS,^CRSLDX,^NSMIDCP,OILIETF.NS,^CNXINFRA,^CNXPSUBANK
2025-01-31,,,,21438.599609375,,49587.19921875,42662.75,,,23508.400390625,,,,86.48999786376953,159.88999938964844,,,70.08999633789062,,19850.94921875,,24.729999542236328,21580.900390625,63127.3515625,10.630000114440918,,
2025-02-01,,,,21438.599609375,,49587.19921875,42662.75,,,23482.150390625,,,,83.81999969482422,160.49000549316406,,,67.94000244140625,,19850.94921875,,24.790000915527344,21580.900390625,63127.3515625,10.520000457763672,,
2025-02-03,,,,21361.599609375,,49210.55078125,42314.25,,,23361.05078125,,,,81.37999725341797,157.64999389648438,,,64.48999786376953,,19579.19921875,,24.540000915527344,21402.55078125,62634.19921875,10.279999732971191,,
2025-02-04,,,,21733.94921875,,50157.94921875,42860.19921875,,,23739.25,,,,83.44999694824219,159.52000427246094,,,65.81999969482422,,19849.150390625,,25.110000610351562,21727.44921875,63598.3515625,10.520000457763672,,
2025-02-05,,,,21868.5,,50343.05078125,42888.30078125,,,23696.30078125,,,,84.31999969482422,163.47000122070312,,,66.56999969482422,,19995.69921875,,25.09000015258789,21784.25,64012.80078125,10.6899995803833,,
2025-02-06,,,,22009.05078125,,50382.1015625,43020.94921875,,,23603.349609375,,,,82.94000244140625,161.8800048828125,,,65.4000015258789,,19793.75,,25.139999389648438,21672.44921875,63536.69921875,10.649999618530273,,
2025-02-07,,,,22077.0,,50158.8515625,42921.6484375,,,23559.94921875,,,,82.79000091552734,161.24000549316406,,,65.12000274658203,,19819.599609375,,25.139999389648438,21646.150390625,63552.19921875,10.59000015258789,,
2025-02-10,,,,21665.650390625,,49981.0,42596.55078125,,,23381.599609375,,,,80.62999725341797,157.7100067138672,,,64.44999694824219,,19406.94921875,,25.15999984741211,21371.30078125,62390.30078125,10.420000076293945,,
2025-02-11,,,,21249.5,,49403.3984375,41968.30078125,,,23071.80078125,,,,79.01000213623047,152.5399932861328,,,62.33000183105469,,18837.0,,24.90999984741211,20950.44921875,60827.80078125,10.220000267028809,,
2025-02-12,,,,21142.05078125,,49479.44921875,41733.0,,,23045.25,,,,78.37999725341797,151.41000366210938,,,61.599998474121094,,18766.849609375,,25.6200008392334,20907.849609375,60826.5,10.140000343322754,,
2025-02-13,,,,21427.099609375,,49359.8515625,41315.55078125,,,23031.400390625,,,,78.7699966430664,150.9600067138672,,,61.86000061035156,,18796.80078125,,25.010000228881836,20904.349609375,60947.75,10.100000381469727,,
2025-02-14,,,,20811.55078125,,49099.44921875,41311.1484375,,,22929.25,,,,76.5999984741211,146.02000427246094,,,59.689998626708984,,18346.80078125,,24.81999969482422,20633.099609375,59557.94921875,9.960000038146973,,
2025-02-17,,,,21076.0,,49258.8984375,41073.19921875,,,22959.5,,,,77.45999908447266,145.63999938964844,,,57.77000045776367,,18408.44921875,,24.81999969482422,20652.349609375,59446.55078125,10.029999732971191,,
2025-02-18,,,,20969.19921875,,49087.30078125,41464.3515625,,,22945.30078125,,,,78.12999725341797,143.52999877929688,,,56.16999816894531,,18375.849609375,,24.719999313354492,20611.400390625,59449.3984375,10.069999694824219,,
2025-02-19,,,,20820.0,,49570.1015625,40924.25,,,22932.900390625,,,,78.91999816894531,146.83999633789062,,,58.599998474121094,,18644.900390625,,25.0,20731.44921875,60156.3984375,10.140000343322754,,
2025-02-20,,,,20785.75,,49334.55078125,40865.94921875,,,22913.150390625,,,,80.8499984741211,148.69000244140625,,,59.34000015258789,,18888.80078125,,24.940000534057617,20831.099609375,61039.1015625,10.270000457763672,,
2025-02-21,,,,20385.650390625,,48981.19921875,40544.55078125,,,22795.900390625,,,,79.94999694824219,147.2899932861328,,,58.790000915527344,,18681.349609375,,24.739999771118164,20690.25,60466.80078125,10.149999618530273,,
2025-02-24,,,,20389.69921875,,48651.94921875,39446.6015625,,,22553.349609375,,,,78.91000366210938,145.9499969482422,,,58.68000030517578,,18503.900390625,,24.719999313354492,20468.44921875,59752.6015625,10.0600004196167,,
2025-02-25,,,,20249.150390625,,48608.3515625,39131.30078125,,,22547.55078125,,,,78.26000213623047,145.25,,,58.47999954223633,,18408.75,,24.68000030517578,20418.75,59312.5,9.9399995803833,,
